ID,Username,Text,Date,Retweets,Likes
1608128953155452931,Frank Reynolds (The Warthog),$TSLA bulls when the stock isn't down 10% in one day  https://t.co/0dQ3OBBqwb,Wed Dec 28 15:53:14 +0000 2022,14,220
1608936469644689408,Yahoo Finance,"Elon Musk needs to ""stop selling stock,"" @Wedbush Managing Director &amp; Senior Equity Analyst @DivesTech says on the future of $TSLA. He ""created a five-alarm fire [and] he's the only one that can extinguish it."" https://t.co/jyvPbL8968",Fri Dec 30 21:22:01 +0000 2022,11,89
1608840925832253441,Yahoo Finance,.@BrianSozzi breaks down how $TSLA CEO Elon Musk can steer the EV developer’s stock back on course in 2023. https://t.co/JuxNmHI66d,Fri Dec 30 15:02:22 +0000 2022,3,13
1558808458547322880,Gary Black,"Tis the season: $TSLA typically runs from Aug-Dec (avg since 2017 +53%; NDX +6%) as Street ests catch up with reality, and investors start looking at next year P/Es, which for TSLA look downright cheap at FY’23 P/E 37.5x (FY’22 P/E 68.2x). $TSLA literally outruns it’s multiple. https://t.co/JnxWo3RZXF",Sun Aug 14 13:31:12 +0000 2022,240,1898
1608839888937304064,Yahoo Finance,"“The longer-term trajectory where everyone has seen Tesla operating in a vacuum hasn’t come together,” ROTH Capital Partners’ Analyst Craig Irwin on his $TSLA price-target. “The company’s been executing but not nearly as well as the daydreamers.” https://t.co/dP1iDPthJB",Fri Dec 30 14:58:14 +0000 2022,5,5
1608562112447627266,Yahoo Finance,"“China is coming back,” @constellationr’s @rwang0 says on $TSLA stock. “It’s the world’s largest EV market. [Tesla] is placed well there with their Shanghai plant.” https://t.co/XOBe9hiFYV",Thu Dec 29 20:34:27 +0000 2022,5,12
1550459607759347713,Gary Black,"$TSLA bears about to get smoked again as FY’22 est and FY’23 est keep rising. FY’22 EPS $12.37 (+5.3% vs pre-EPS). FY’23 EPS now $17.12 (+4.7% pre-EPS).  Even at pre-mkt $826, TSLA still just 47x FY’23 EPS. $TSLAQ hangs hat on 4qtr backward P/E of 91x but nobody thinks like that. https://t.co/RNTIaKZcq0",Fri Jul 22 12:35:51 +0000 2022,134,1149
1488173417283174410,Gary Black,"$TSLA recovering nicely today (+7%) after falling -10% last week (NDX was flat). Since the 4Q print, $TSLA FY’22 eps +7.0%, FY’23 eps +6.4%. TSLA now trades at 67x consensus 2023 EPS, its lowest 2-yr forward P/E since the height of Covid in mid-2020. https://t.co/EKBJRWZzEv",Mon Jan 31 15:32:46 +0000 2022,63,760
1606432424325517313,Gary Black,We are reducing $TSLA 2023 EPS to $6.30 (from $7.20) and 2023 vols to 2.0M (50% YoY) to reflect a reduced global SAAR est (68M vs 75M) and a reduction in 2023 ASP to $52.1K (from $57.3K). We reduced our 2023 Auto GM% to 28.5% (from 29.0%). Our new L/T vol growth forecast is 35%. https://t.co/riIEfxsAD0,Fri Dec 23 23:31:50 +0000 2022,119,1043
1583101977331789824,Gary Black,For the record: - $TSLA FY’22 non-gaap eps ests -1.7% since yesterday - $TSLA FY’23 non-gaap eps ests down -1.1% since yesterday - At most Elon may have to sell 1% TSLA float (if he can’t raise more 3P equity for TWTR).  $TSLA shouldn’t be down -6%. https://t.co/WZeP8jyq5U,Thu Oct 20 14:24:58 +0000 2022,21,408
